
"time","usr","sys","idl","wai","hiq","siq","read","writ","memused","buff","cach","free","used","free","recv","send"
08-05 04:09:04,53.879,10.232,32.549,0.153,0.008,3.178,0.0,2043596.800,22786490368.0,1486848.0,4562890752.0,23116410880.0,0.0,25375535104.0,23488179.800,13972000.0
08-05 04:09:09,55.320,8.480,32.874,0.128,0.0,3.198,0.0,1695232.0,22783012864.0,1486848.0,4571324416.0,23111454720.0,0.0,25375535104.0,24118116.600,14447000.800
08-05 04:09:14,54.337,8.139,34.334,0.102,0.0,3.087,0.0,1632665.600,22784454656.0,1486848.0,4579160064.0,23102177280.0,0.0,25375535104.0,23625186.200,13955376.200
08-05 04:09:19,53.325,8.339,35.189,0.094,0.0,3.053,0.0,1697792.0,22782189568.0,1486848.0,4587425792.0,23096176640.0,0.0,25375535104.0,23790823.200,14369403.800
08-05 04:09:24,53.822,10.092,32.776,0.111,0.0,3.199,0.0,1689395.200,22782820352.0,1486848.0,4595445760.0,23087525888.0,0.0,25375535104.0,24180666.200,14394689.800
08-05 04:09:29,54.407,8.517,33.829,0.170,0.0,3.077,0.0,1643417.600,22779977728.0,1486848.0,4603564032.0,23082250240.0,0.0,25375535104.0,23464082.200,14120042.800
08-05 04:09:34,54.680,8.733,33.234,0.102,0.008,3.242,0.0,1723596.800,22780407808.0,1486848.0,4611600384.0,23073783808.0,0.0,25375535104.0,24307299.200,14286299.800
08-05 04:09:39,51.708,8.151,36.860,0.127,0.0,3.153,0.0,1624780.800,22778974208.0,1486848.0,4619829248.0,23066988544.0,0.0,25375535104.0,23879532.800,14151829.600
08-05 04:09:44,55.258,10.516,30.696,0.119,0.0,3.412,0.0,1712947.200,22779023360.0,1486848.0,4628004864.0,23058763776.0,0.0,25375535104.0,24605478.200,14550150.0
08-05 04:09:49,54.992,8.650,33.124,0.110,0.0,3.124,0.0,1694822.400,22778265600.0,1486848.0,4636069888.0,23051456512.0,0.0,25375535104.0,23879408.600,14277830.200
08-05 04:09:54,53.625,8.541,34.529,0.144,0.0,3.161,0.0,3429273.600,22778847232.0,1486848.0,4644126720.0,23042818048.0,0.0,25375535104.0,23778878.600,14156811.400
08-05 04:09:59,53.255,8.510,34.814,0.170,0.009,3.242,0.0,1660825.600,22778011648.0,1486848.0,4652187648.0,23035592704.0,0.0,25375535104.0,23937199.800,14189637.600
08-05 04:10:04,55.304,10.566,30.670,0.153,0.0,3.307,0.0,2136780.800,22779125760.0,1486848.0,4556107776.0,23130558464.0,0.0,25375535104.0,24622589.800,14670443.400
08-05 04:10:09,54.126,8.388,34.284,0.136,0.0,3.066,0.0,1668198.400,22777200640.0,1486848.0,4564000768.0,23124590592.0,0.0,25375535104.0,23727948.800,14112716.400
08-05 04:10:14,54.757,8.330,33.799,0.119,0.0,2.995,0.0,1669529.600,22776659968.0,1486848.0,4572286976.0,23116845056.0,0.0,25375535104.0,23801984.0,14188118.400
08-05 04:10:19,54.134,8.651,33.908,0.127,0.0,3.178,0.0,1655705.600,22775148544.0,1486848.0,4580343808.0,23110299648.0,0.0,25375535104.0,24083259.400,14303444.200
08-05 04:10:24,51.606,9.806,35.495,0.144,0.0,2.949,0.0,1634508.800,22784008192.0,1486848.0,4588380160.0,23093403648.0,0.0,25375535104.0,22893035.0,13918606.400
08-05 04:10:29,55.872,8.834,31.881,0.128,0.0,3.285,0.0,1726054.400,22781870080.0,1486848.0,4596674560.0,23087247360.0,0.0,25375535104.0,24875918.0,14889052.800
08-05 04:10:34,55.171,8.707,32.995,0.128,0.009,2.990,0.0,1678643.200,22780121088.0,1486848.0,4604850176.0,23080820736.0,0.0,25375535104.0,23565457.400,14114417.800
08-05 04:10:39,55.744,8.504,32.573,0.120,0.0,3.060,0.0,1687961.600,22779334656.0,1486848.0,4613038080.0,23073419264.0,0.0,25375535104.0,23998857.0,14324247.0
08-05 04:10:44,54.492,10.870,31.488,0.102,0.0,3.049,0.0,1632768.0,22780362752.0,1486848.0,4620795904.0,23064633344.0,0.0,25375535104.0,23424602.400,14045287.0
08-05 04:10:49,56.265,8.856,31.604,0.094,0.0,3.182,0.0,1741414.400,22779826176.0,1486848.0,4629303296.0,23056662528.0,0.0,25375535104.0,24478739.600,14695319.800
08-05 04:10:54,54.159,8.360,34.273,0.127,0.0,3.081,0.0,3450880.0,22779310080.0,1486848.0,4637241344.0,23049240576.0,0.0,25375535104.0,23547346.600,14005455.0
08-05 04:10:59,54.709,8.671,33.452,0.136,0.008,3.023,0.0,1685401.600,22777810944.0,1486848.0,4645597184.0,23042383872.0,0.0,25375535104.0,24253880.0,14515799.600
08-05 04:11:04,54.173,9.796,32.718,0.195,0.0,3.118,0.0,2068992.0,22780252160.0,1486848.0,4653555712.0,23031984128.0,0.0,25375535104.0,23505935.800,14034823.200
08-05 04:11:09,56.281,8.492,32.144,0.111,0.0,2.972,0.0,1704448.0,22775382016.0,1486848.0,4661825536.0,23028584448.0,0.0,25375535104.0,24077140.800,14447289.600
08-05 04:11:14,55.095,8.399,33.265,0.093,0.0,3.148,0.0,1636966.400,22776422400.0,1486848.0,4670357504.0,23019012096.0,0.0,25375535104.0,23872549.400,14153035.800
08-05 04:11:19,54.745,8.483,33.669,0.128,0.0,2.976,0.0,1669836.800,22639259648.0,1486848.0,4678103040.0,23148429312.0,0.0,25375535104.0,23637663.0,14238622.0
08-05 04:11:24,54.525,9.808,32.426,0.128,0.0,3.113,0.0,1685196.800,22641664000.0,1486848.0,4685926400.0,23138201600.0,0.0,25375535104.0,23530509.400,13948821.0
08-05 04:11:29,54.092,8.669,33.988,0.162,0.009,3.080,0.0,1643212.800,22640054272.0,1486848.0,4694261760.0,23131475968.0,0.0,25375535104.0,23999820.200,14369687.800
08-05 04:11:34,56.460,8.693,31.607,0.102,0.0,3.139,0.0,1724518.400,22640885760.0,1486848.0,4702326784.0,23122579456.0,0.0,25375535104.0,24178506.0,14284528.600
08-05 04:11:39,53.980,8.384,34.549,0.128,0.0,2.959,0.0,1657548.800,22639890432.0,1486848.0,4710526976.0,23115374592.0,0.0,25375535104.0,23441849.200,14119253.800
08-05 04:11:44,56.066,10.142,30.494,0.094,0.0,3.205,0.0,1687347.200,22640312320.0,1486848.0,4718702592.0,23106777088.0,0.0,25375535104.0,24402095.200,14550234.800
08-05 04:11:49,55.834,8.930,32.064,0.144,0.0,3.027,0.0,1670860.800,22640570368.0,1486848.0,4726611968.0,23098609664.0,0.0,25375535104.0,23606311.600,14097597.400
08-05 04:11:54,54.490,8.596,33.583,0.145,0.0,3.186,0.0,3465318.400,22638256128.0,1486848.0,4734898176.0,23092637696.0,0.0,25375535104.0,24050234.800,14365249.0
08-05 04:11:59,54.345,8.724,33.875,0.102,0.009,2.945,0.0,1641984.0,22640009216.0,1486848.0,4742803456.0,23082979328.0,0.0,25375535104.0,23539257.200,13991477.0
08-05 04:12:04,51.288,10.065,35.323,0.136,0.0,3.188,0.0,2015027.200,22642806784.0,1486848.0,4646121472.0,23176863744.0,0.0,25375535104.0,23213524.400,13521714.800
08-05 04:12:09,49.775,8.254,38.565,0.127,0.0,3.279,0.0,1631539.200,22644056064.0,1486848.0,4654419968.0,23167315968.0,0.0,25375535104.0,23290138.400,13492065.600
08-05 04:12:14,54.826,9.008,32.490,0.085,0.0,3.591,0.0,1708851.200,22722170880.0,1486848.0,4662771712.0,23080849408.0,0.0,25375535104.0,25717832.800,14799131.200
08-05 04:12:19,55.476,9.010,32.052,0.119,0.0,3.343,0.0,1747251.200,22765289472.0,1486848.0,4670738432.0,23029764096.0,0.0,25375535104.0,25020599.0,15019472.600
08-05 04:12:24,53.951,9.975,32.778,0.144,0.0,3.152,0.0,1703526.400,22762598400.0,1486848.0,4678967296.0,23024226304.0,0.0,25375535104.0,23608572.800,14273604.0
08-05 04:12:29,55.728,8.572,32.290,0.136,0.009,3.266,0.0,1718169.600,22761201664.0,1486848.0,4687093760.0,23017496576.0,0.0,25375535104.0,24384263.0,14525066.400
08-05 04:12:34,53.643,8.333,34.985,0.153,0.0,2.886,0.0,1626112.0,22760546304.0,1486848.0,4695240704.0,23010004992.0,0.0,25375535104.0,23018857.200,13778719.200
08-05 04:12:39,54.064,8.476,34.072,0.127,0.0,3.261,0.0,1704448.0,22761791488.0,1486848.0,4703334400.0,23000666112.0,0.0,25375535104.0,24443170.400,14322740.0
08-05 04:12:44,53.186,10.540,32.922,0.119,0.0,3.233,0.0,1631846.400,22762549248.0,1486848.0,4711374848.0,22991867904.0,0.0,25375535104.0,23709852.800,14161316.0
08-05 04:12:49,55.800,8.816,32.116,0.119,0.009,3.140,0.0,1709977.600,22762209280.0,1486848.0,4719726592.0,22983856128.0,0.0,25375535104.0,24395032.600,14594168.800
08-05 04:12:54,52.019,8.101,36.704,0.170,0.0,3.007,0.0,3392000.0,22762266624.0,1486848.0,4727402496.0,22976122880.0,0.0,25375535104.0,23372806.400,13809950.0
08-05 04:12:59,52.496,8.404,35.630,0.136,0.009,3.326,0.0,1715712.0,22763249664.0,1486848.0,4735553536.0,22966988800.0,0.0,25375535104.0,24495012.600,14291479.0
08-05 04:13:04,52.963,10.269,33.458,0.144,0.0,3.166,0.0,2061107.200,22763294720.0,1486848.0,4639911936.0,23062585344.0,0.0,25375535104.0,23620595.0,14152495.0
08-05 04:13:09,55.437,8.741,32.535,0.127,0.0,3.160,0.0,1709158.400,22758174720.0,1486848.0,4647530496.0,23060086784.0,0.0,25375535104.0,24650834.600,14673128.200
08-05 04:13:14,53.837,8.517,34.452,0.119,0.0,3.075,0.0,1667072.0,22757515264.0,1486848.0,4655652864.0,23052623872.0,0.0,25375535104.0,24017461.0,14172558.200
08-05 04:13:19,54.356,8.745,33.698,0.119,0.0,3.082,0.0,1677004.800,22757031936.0,1486848.0,4664303616.0,23044456448.0,0.0,25375535104.0,24087801.0,14426020.800
08-05 04:13:24,53.963,10.847,32.041,0.093,0.0,3.057,0.0,1683660.800,22758084608.0,1486848.0,4671635456.0,23036071936.0,0.0,25375535104.0,23723121.400,14189644.400
08-05 04:13:29,55.443,8.651,32.778,0.144,0.0,2.983,0.0,1692160.0,22755950592.0,1486848.0,4680007680.0,23029833728.0,0.0,25375535104.0,23846616.600,14353014.200
08-05 04:13:34,53.470,8.647,34.605,0.102,0.008,3.168,0.0,1685504.0,22756274176.0,1486848.0,4688039936.0,23021477888.0,0.0,25375535104.0,23799470.400,14119608.200
08-05 04:13:39,55.312,8.648,32.610,0.111,0.0,3.320,0.0,1699430.400,22757027840.0,1486848.0,4696178688.0,23012585472.0,0.0,25375535104.0,24292072.200,14392610.600
08-05 04:13:44,54.142,10.606,32.157,0.111,0.0,2.985,0.0,1595084.800,22756302848.0,1486848.0,4704116736.0,23005372416.0,0.0,25375535104.0,23318919.200,13963790.0
08-05 04:13:49,54.890,8.828,32.803,0.153,0.0,3.325,0.0,1717555.200,22753669120.0,1486848.0,4712435712.0,22999687168.0,0.0,25375535104.0,24495022.600,14572345.200
08-05 04:13:54,54.829,8.320,33.680,0.111,0.009,3.052,0.0,1684172.800,22752821248.0,1486848.0,4720488448.0,22992482304.0,0.0,25375535104.0,23837286.400,14087897.0
08-05 04:13:59,55.099,8.438,33.146,0.111,0.0,3.207,0.0,3443916.800,22752849920.0,1486848.0,4729241600.0,22983700480.0,0.0,25375535104.0,24169124.200,14406849.200
08-05 04:14:04,53.824,10.743,32.117,0.162,0.0,3.155,0.0,2094387.200,22754820096.0,1486848.0,4632502272.0,23078469632.0,0.0,25375535104.0,23476780.0,14124055.600
08-05 04:14:09,54.402,8.506,33.880,0.119,0.0,3.093,0.0,1677107.200,22750388224.0,1486848.0,4640415744.0,23074988032.0,0.0,25375535104.0,24357332.600,14573814.0
08-05 04:14:14,50.897,7.930,37.867,0.136,0.0,3.170,0.0,1586892.800,22751727616.0,1486848.0,4648136704.0,23065927680.0,0.0,25375535104.0,23349593.800,13619736.200
08-05 04:14:19,55.218,8.769,32.500,0.145,0.0,3.368,0.0,1765478.400,22748991488.0,1486848.0,4656640000.0,23060160512.0,0.0,25375535104.0,25013853.0,14795164.200
08-05 04:14:24,52.424,10.062,34.330,0.127,0.0,3.057,0.0,1631129.600,22748844032.0,1486848.0,4664459264.0,23052488704.0,0.0,25375535104.0,23319211.400,13906343.600
08-05 04:14:29,55.277,8.809,32.545,0.162,0.009,3.200,0.0,1690112.0,22747013120.0,1486848.0,4673376256.0,23045402624.0,0.0,25375535104.0,24617389.600,14761433.800
08-05 04:14:34,54.977,8.695,33.036,0.179,0.0,3.114,0.0,1746432.0,22747144192.0,1486848.0,4681093120.0,23037554688.0,0.0,25375535104.0,23856962.600,14242795.800
08-05 04:14:39,55.394,8.742,32.762,0.111,0.0,2.991,0.0,1666048.0,22746099712.0,1486848.0,4689244160.0,23030448128.0,0.0,25375535104.0,23768495.400,14270678.0
08-05 04:14:44,54.292,10.218,32.255,0.111,0.0,3.125,0.0,1636044.800,22747246592.0,1486848.0,4697075712.0,23021469696.0,0.0,25375535104.0,23498395.400,13982188.0
08-05 04:14:49,55.078,8.959,32.714,0.102,0.0,3.148,0.0,1688268.800,22744612864.0,1486848.0,4705423360.0,23015755776.0,0.0,25375535104.0,24207001.600,14588696.200
08-05 04:14:54,54.977,8.705,33.036,0.136,0.009,3.137,0.0,1696460.800,22745296896.0,1486848.0,4713504768.0,23006990336.0,0.0,25375535104.0,23834019.0,14176070.400
08-05 04:14:59,55.015,8.387,33.532,0.128,0.0,2.938,0.0,3406028.800,22743199744.0,1486848.0,4721504256.0,23001088000.0,0.0,25375535104.0,23483186.800,14028258.0
08-05 04:15:04,53.882,10.012,32.709,0.170,0.009,3.218,0.0,1681817.600,22743552000.0,1486848.0,4729487360.0,22992752640.0,0.0,25375535104.0,23764105.200,14028188.0
08-05 04:15:09,53.440,8.470,34.875,0.170,0.0,3.044,0.0,2058547.200,22741286912.0,1486848.0,4633202688.0,23091302400.0,0.0,25375535104.0,23703242.0,14277632.0
08-05 04:15:14,55.210,8.956,32.454,0.119,0.009,3.252,0.0,1716326.400,22741127168.0,1486848.0,4641460224.0,23083204608.0,0.0,25375535104.0,24699274.0,14641479.600
08-05 04:15:19,54.696,8.099,34.048,0.128,0.0,3.029,0.0,1641472.0,22741831680.0,1486848.0,4649414656.0,23074545664.0,0.0,25375535104.0,23183788.200,13859030.0
08-05 04:15:24,54.816,10.458,31.390,0.136,0.0,3.199,0.0,1714585.600,22743924736.0,1486848.0,4658081792.0,23063785472.0,0.0,25375535104.0,24561530.600,14606718.800
08-05 04:15:29,53.861,8.574,34.474,0.145,0.0,2.946,0.0,1640345.600,22744195072.0,1486848.0,4666200064.0,23055396864.0,0.0,25375535104.0,23431497.800,13969071.600
08-05 04:15:34,54.845,8.860,32.887,0.119,0.0,3.290,0.0,1734246.400,22722404352.0,1486848.0,4673994752.0,23069392896.0,0.0,25375535104.0,24190724.400,14440086.400
08-05 04:15:39,53.825,8.560,34.419,0.111,0.0,3.086,0.0,1679667.200,22727462912.0,1486848.0,4681965568.0,23056363520.0,0.0,25375535104.0,23915818.400,14339574.0
08-05 04:15:44,54.545,10.127,32.098,0.128,0.0,3.103,0.0,1667891.200,22737698816.0,1486848.0,4690276352.0,23037816832.0,0.0,25375535104.0,23977426.200,14488147.0
08-05 04:15:49,54.866,8.832,33.008,0.119,0.008,3.167,0.0,1653248.0,22738694144.0,1486848.0,4698222592.0,23028875264.0,0.0,25375535104.0,24016070.600,14290236.600
08-05 04:15:54,53.060,8.145,35.560,0.162,0.0,3.073,0.0,1672806.400,22738636800.0,1486848.0,4706340864.0,23020814336.0,0.0,25375535104.0,23667096.400,14068505.800
08-05 04:15:59,54.821,8.589,33.246,0.144,0.0,3.200,0.0,3461017.600,22737707008.0,1486848.0,4714311680.0,23013773312.0,0.0,25375535104.0,24249992.200,14211292.0
08-05 04:16:04,53.986,10.991,31.884,0.102,0.0,3.037,0.0,1651507.200,22739881984.0,1486848.0,4722696192.0,23003213824.0,0.0,25375535104.0,23717756.200,14395683.400
08-05 04:16:09,55.965,8.753,32.104,0.144,0.008,3.025,0.0,2137395.200,22738243584.0,1486848.0,4626112512.0,23101435904.0,0.0,25375535104.0,24128428.600,14344847.600
08-05 04:16:14,54.124,8.384,34.405,0.119,0.0,2.968,0.0,1615769.600,22737440768.0,1486848.0,4634304512.0,23094046720.0,0.0,25375535104.0,23262938.800,13950389.400
08-05 04:16:19,55.743,8.595,32.432,0.085,0.0,3.145,0.0,1706700.800,22734737408.0,1486848.0,4643016704.0,23088037888.0,0.0,25375535104.0,24500291.400,14594892.0
08-05 04:16:24,53.706,10.148,33.019,0.136,0.0,2.992,0.0,1644032.0,22734893056.0,1486848.0,4650336256.0,23080562688.0,0.0,25375535104.0,23292812.400,13938848.600
08-05 04:16:29,56.227,8.773,31.772,0.136,0.0,3.092,0.0,1731072.0,22733557760.0,1486848.0,4658819072.0,23073415168.0,0.0,25375535104.0,24314952.600,14567040.600
08-05 04:16:34,53.497,8.659,34.762,0.120,0.0,2.963,0.0,1662976.0,22733684736.0,1486848.0,4666687488.0,23065419776.0,0.0,25375535104.0,23626232.600,13984364.400
08-05 04:16:39,56.453,8.624,31.713,0.136,0.0,3.073,0.0,1700966.400,22733103104.0,1486848.0,4675002368.0,23057686528.0,0.0,25375535104.0,24327181.0,14482021.400
08-05 04:16:44,53.282,10.446,33.113,0.110,0.0,3.049,0.0,1637785.600,22734106624.0,1486848.0,4682747904.0,23048937472.0,0.0,25375535104.0,23388089.400,13912499.400
08-05 04:16:49,54.516,8.854,33.433,0.128,0.009,3.062,0.0,1682739.200,22731804672.0,1486848.0,4691365888.0,23042621440.0,0.0,25375535104.0,24378231.800,14819073.200
08-05 04:16:54,54.449,8.456,33.876,0.136,0.0,3.083,0.0,1695539.200,22733115392.0,1486848.0,4699279360.0,23033397248.0,0.0,25375535104.0,23806768.400,14124255.200
08-05 04:16:59,54.790,8.522,33.603,0.128,0.0,2.957,0.0,3447193.600,22730588160.0,1486848.0,4707540992.0,23027662848.0,0.0,25375535104.0,23696885.800,14229557.600
08-05 04:17:04,54.652,10.564,31.600,0.102,0.0,3.082,0.0,1652940.800,22732181504.0,1486848.0,4715573248.0,23018037248.0,0.0,25375535104.0,23851524.800,14233448.200
08-05 04:17:09,56.516,8.531,31.884,0.188,0.009,2.872,0.0,2111180.800,22729547776.0,1486848.0,4619771904.0,23116472320.0,0.0,25375535104.0,23785581.0,14226735.400
08-05 04:17:14,55.811,8.395,32.627,0.119,0.0,3.048,0.0,1666252.800,22731333632.0,1486848.0,4627148800.0,23107309568.0,0.0,25375535104.0,23834021.200,14137299.200
08-05 04:17:19,52.038,8.187,36.661,0.111,0.009,2.995,0.0,1590169.600,22731231232.0,1486848.0,4635193344.0,23099367424.0,0.0,25375535104.0,23170968.200,13698900.400
08-05 04:17:24,53.509,11.067,32.021,0.119,0.0,3.284,0.0,1679564.800,22731354112.0,1486848.0,4643094528.0,23091343360.0,0.0,25375535104.0,24092764.0,14320086.200
08-05 04:17:29,54.537,8.504,33.710,0.136,0.0,3.113,0.0,1705062.400,22727692288.0,1486848.0,4651483136.0,23086616576.0,0.0,25375535104.0,24266243.200,14475842.0
08-05 04:17:34,55.550,8.990,32.109,0.111,0.009,3.232,0.0,1757081.600,22728466432.0,1486848.0,4668063744.0,23069261824.0,0.0,25375535104.0,24452912.0,14444510.200
08-05 04:17:39,52.939,8.046,35.945,0.136,0.0,2.934,0.0,1588736.0,22727770112.0,1486848.0,4676014080.0,23062007808.0,0.0,25375535104.0,22948720.200,13709841.400
08-05 04:17:44,54.401,10.085,32.167,0.127,0.0,3.220,0.0,1712128.0,22730313728.0,1486848.0,4684115968.0,23051362304.0,0.0,25375535104.0,24532193.800,14662569.400
08-05 04:17:49,54.351,8.395,34.039,0.119,0.0,3.096,0.0,1630208.0,22727495680.0,1486848.0,4692733952.0,23045562368.0,0.0,25375535104.0,23699008.800,14340452.600
08-05 04:17:54,54.391,8.492,33.884,0.119,0.009,3.106,0.0,1698816.0,22727200768.0,1486848.0,4701077504.0,23037513728.0,0.0,25375535104.0,24150486.200,14318327.600
08-05 04:17:59,54.344,8.323,34.072,0.127,0.0,3.134,0.0,3443200.0,22728511488.0,1486848.0,4709076992.0,23028203520.0,0.0,25375535104.0,23934615.0,14095032.200
08-05 04:18:04,54.265,10.831,31.613,0.127,0.0,3.165,0.0,1675264.0,22727331840.0,1486848.0,4716785664.0,23021674496.0,0.0,25375535104.0,24003614.0,14441972.800
08-05 04:18:09,54.949,8.608,33.115,0.161,0.0,3.166,0.0,2130227.200,22728077312.0,1486848.0,4620754944.0,23116959744.0,0.0,25375535104.0,24149062.0,14316963.400
08-05 04:18:14,55.248,8.581,32.928,0.153,0.0,3.090,0.0,1663795.200,22724427776.0,1486848.0,4628492288.0,23112871936.0,0.0,25375535104.0,23644283.200,14177785.600
08-05 04:18:19,55.650,8.596,32.489,0.136,0.009,3.120,0.0,1667993.600,22722908160.0,1486848.0,4637110272.0,23105773568.0,0.0,25375535104.0,24138149.0,14301920.200
08-05 04:18:24,53.750,10.318,32.876,0.153,0.0,2.903,0.0,1670246.400,22722678784.0,1486848.0,4644577280.0,23098535936.0,0.0,25375535104.0,23138754.400,13946140.800
08-05 04:18:29,56.096,8.551,32.102,0.136,0.0,3.114,0.0,1692364.800,22722793472.0,1486848.0,4653293568.0,23089704960.0,0.0,25375535104.0,24382677.800,14465525.0
08-05 04:18:34,54.908,8.700,33.257,0.111,0.0,3.025,0.0,1658060.800,22721720320.0,1486848.0,4661399552.0,23082672128.0,0.0,25375535104.0,23571834.200,14118290.400
08-05 04:18:39,56.059,8.594,32.207,0.102,0.0,3.038,0.0,1710694.400,22719561728.0,1486848.0,4669112320.0,23077117952.0,0.0,25375535104.0,24296080.400,14509251.600
08-05 04:18:44,53.409,10.193,33.065,0.110,0.0,3.223,0.0,1584332.800,22721773568.0,1486848.0,4677480448.0,23066537984.0,0.0,25375535104.0,23089882.800,13827158.400
08-05 04:18:49,52.850,8.956,34.938,0.119,0.0,3.136,0.0,1716736.0,22702780416.0,1486848.0,4685008896.0,23078002688.0,0.0,25375535104.0,24361031.0,14314114.0
08-05 04:18:54,53.691,8.688,34.261,0.102,0.008,3.250,0.0,1702809.600,22701432832.0,1486848.0,4693827584.0,23070531584.0,0.0,25375535104.0,24338965.0,14355606.600
08-05 04:18:59,55.131,8.605,32.999,0.111,0.0,3.154,0.0,1689702.400,22699364352.0,1486848.0,4701556736.0,23064870912.0,0.0,25375535104.0,24180282.600,14468043.800
08-05 04:19:04,53.480,10.835,32.437,0.144,0.0,3.103,0.0,3419750.400,22700613632.0,1486848.0,4710113280.0,23055065088.0,0.0,25375535104.0,23622529.800,14081447.0
08-05 04:19:09,55.916,8.595,32.192,0.196,0.0,3.101,0.0,2110361.600,22697779200.0,1486848.0,4613292032.0,23154720768.0,0.0,25375535104.0,24269159.800,14521399.400
08-05 04:19:14,56.510,8.377,31.820,0.136,0.008,3.149,0.0,1704140.800,22697590784.0,1486848.0,4621246464.0,23146954752.0,0.0,25375535104.0,23937054.800,14172577.800
08-05 04:19:19,54.810,8.516,33.597,0.136,0.0,2.941,0.0,1626419.200,22694912000.0,1486848.0,4629536768.0,23141343232.0,0.0,25375535104.0,23656988.200,14197947.0
08-05 04:19:24,54.538,10.122,32.066,0.128,0.0,3.147,0.0,1713868.800,22698012672.0,1486848.0,4637310976.0,23130468352.0,0.0,25375535104.0,23725411.400,14133397.400
08-05 04:19:29,55.404,8.802,32.494,0.145,0.0,3.155,0.0,1622732.800,22695493632.0,1486848.0,4645625856.0,23124672512.0,0.0,25375535104.0,23884928.0,14409293.0
08-05 04:19:34,57.208,8.701,30.816,0.136,0.009,3.130,0.0,1730252.800,22694420480.0,1486848.0,4653805568.0,23117565952.0,0.0,25375535104.0,24095426.0,14331719.800
08-05 04:19:39,55.156,8.495,33.325,0.127,0.0,2.897,0.0,1645260.800,22692737024.0,1486848.0,4661895168.0,23111159808.0,0.0,25375535104.0,23456301.400,14012282.200
08-05 04:19:44,55.510,10.095,31.058,0.127,0.0,3.209,0.0,1675673.600,22695501824.0,1486848.0,4669796352.0,23100493824.0,0.0,25375535104.0,23869376.200,14127231.0
08-05 04:19:49,50.775,8.304,37.734,0.136,0.0,3.051,0.0,1582182.400,22694666240.0,1486848.0,4677758976.0,23093366784.0,0.0,25375535104.0,23102790.800,13800413.600
08-05 04:19:54,55.078,8.826,32.578,0.119,0.0,3.399,0.0,1774592.0,22694117376.0,1486848.0,4686176256.0,23085498368.0,0.0,25375535104.0,25218342.400,14886060.600
08-05 04:19:59,52.649,8.304,35.854,0.136,0.0,3.057,0.0,1610854.400,22692528128.0,1486848.0,4693991424.0,23079272448.0,0.0,25375535104.0,23477032.200,14003173.600
08-05 04:20:04,53.836,9.927,32.919,0.128,0.0,3.190,0.0,3470540.800,22694031360.0,1486848.0,4702449664.0,23069310976.0,0.0,25375535104.0,24430356.800,14660702.0
08-05 04:20:09,54.648,8.395,33.537,0.136,0.0,3.283,0.0,2101350.400,22692274176.0,1486848.0,4605882368.0,23167635456.0,0.0,25375535104.0,23858360.600,14126188.0
08-05 04:20:14,55.223,8.650,32.933,0.111,0.009,3.074,0.0,1686732.800,22690541568.0,1486848.0,4614246400.0,23161004032.0,0.0,25375535104.0,24177367.0,14465353.800
08-05 04:20:19,55.436,8.542,32.840,0.128,0.0,3.054,0.0,1647001.600,22690349056.0,1486848.0,4622184448.0,23153258496.0,0.0,25375535104.0,23730920.0,14119954.200
08-05 04:20:24,53.689,11.089,31.961,0.119,0.0,3.142,0.0,1686835.200,22690570240.0,1486848.0,4630208512.0,23145013248.0,0.0,25375535104.0,23266120.800,14081193.800
08-05 04:20:29,54.265,8.547,33.866,0.127,0.0,3.195,0.0,1697689.600,22690471936.0,1486848.0,4638277632.0,23137042432.0,0.0,25375535104.0,24267647.400,14391759.800
08-05 04:20:34,54.449,8.379,33.959,0.127,0.0,3.085,0.0,1675571.200,22686560256.0,1486848.0,4646625280.0,23132606464.0,0.0,25375535104.0,23713181.200,14349227.400
08-05 04:20:39,55.233,8.454,33.083,0.111,0.009,3.111,0.0,1684582.400,22686990336.0,1486848.0,4654714880.0,23124086784.0,0.0,25375535104.0,24120710.0,14191356.400
08-05 04:20:44,54.318,10.394,32.092,0.119,0.0,3.077,0.0,1620377.600,22686056448.0,1486848.0,4662796288.0,23116939264.0,0.0,25375535104.0,23599816.0,14227693.800
08-05 04:20:49,55.582,8.889,32.287,0.128,0.0,3.114,0.0,1725132.800,22684897280.0,1486848.0,4671553536.0,23109341184.0,0.0,25375535104.0,24265687.200,14509144.200
08-05 04:20:54,54.011,8.353,34.511,0.119,0.0,3.006,0.0,1634201.600,22683934720.0,1486848.0,4678946816.0,23102910464.0,0.0,25375535104.0,23478250.800,14003016.0
08-05 04:20:59,54.042,8.245,34.488,0.102,0.0,3.123,0.0,1673113.600,22684823552.0,1486848.0,4686979072.0,23093989376.0,0.0,25375535104.0,23993439.600,14162819.600
08-05 04:21:04,51.564,10.308,34.805,0.144,0.008,3.171,0.0,3370496.0,22708047872.0,1486848.0,4694843392.0,23062900736.0,0.0,25375535104.0,23272244.600,13795902.400
08-05 04:21:09,56.176,9.072,31.098,0.161,0.0,3.493,0.0,2234982.400,22702559232.0,1486848.0,4598902784.0,23164329984.0,0.0,25375535104.0,25414564.0,15111671.200
08-05 04:21:14,53.933,8.317,34.578,0.111,0.0,3.061,0.0,1619353.600,22704930816.0,1486848.0,4606885888.0,23153975296.0,0.0,25375535104.0,23609237.400,14013346.0
08-05 04:21:19,55.352,8.611,32.871,0.119,0.0,3.046,0.0,1709465.600,22699724800.0,1486848.0,4615262208.0,23150804992.0,0.0,25375535104.0,24107525.0,14530477.0
