
"time","usr","sys","idl","wai","hiq","siq","read","writ","memused","buff","cach","free","used","free","recv","send"
08-05 04:46:04,54.057,10.274,32.480,0.111,0.0,3.079,0.0,1634304.0,22709714944.0,1486848.0,4742848512.0,23013228544.0,0.0,25375535104.0,23370545.200,13923424.600
08-05 04:46:09,55.720,8.716,32.371,0.111,0.009,3.073,0.0,1695232.0,22707400704.0,1486848.0,4751237120.0,23007154176.0,0.0,25375535104.0,24413146.600,14609990.0
08-05 04:46:14,55.223,8.497,33.189,0.153,0.0,2.937,0.0,2094387.200,22709100544.0,1486848.0,4655009792.0,23101681664.0,0.0,25375535104.0,23548896.200,14006375.600
08-05 04:46:19,54.294,8.537,34.031,0.136,0.0,3.002,0.0,1661644.800,22500667392.0,1486848.0,4662824960.0,23302299648.0,0.0,25375535104.0,24185267.0,14550871.400
08-05 04:46:24,52.871,9.721,34.193,0.144,0.0,3.071,0.0,1591705.600,22504706048.0,1486848.0,4670382080.0,23290703872.0,0.0,25375535104.0,22973982.200,13643108.0
08-05 04:46:29,55.521,8.863,32.201,0.145,0.0,3.269,0.0,3572224.0,22504071168.0,1486848.0,4678909952.0,23282810880.0,0.0,25375535104.0,24861579.600,14683423.600
08-05 04:46:34,55.449,8.803,32.598,0.128,0.009,3.014,0.0,1708851.200,22505943040.0,1486848.0,4687147008.0,23272701952.0,0.0,25375535104.0,23729491.600,14186145.200
08-05 04:46:39,55.728,8.632,32.571,0.136,0.0,2.934,0.0,1650995.200,22504587264.0,1486848.0,4695265280.0,23265939456.0,0.0,25375535104.0,23841934.800,14268431.600
08-05 04:46:44,55.428,9.828,31.617,0.102,0.008,3.016,0.0,1648230.400,22506848256.0,1486848.0,4703318016.0,23255625728.0,0.0,25375535104.0,23704491.0,14107261.0
08-05 04:46:49,55.214,8.587,33.021,0.136,0.0,3.041,0.0,1663283.200,22506045440.0,1486848.0,4711460864.0,23248285696.0,0.0,25375535104.0,23813709.400,14355580.800
08-05 04:46:54,56.017,8.630,32.119,0.136,0.0,3.098,0.0,1708032.0,22507257856.0,1486848.0,4719587328.0,23238946816.0,0.0,25375535104.0,24066630.200,14345556.200
08-05 04:46:59,53.223,8.182,35.508,0.111,0.009,2.968,0.0,1624780.800,22506545152.0,1486848.0,4727558144.0,23231688704.0,0.0,25375535104.0,23376865.200,13975704.0
08-05 04:47:04,55.187,9.848,31.623,0.119,0.0,3.223,0.0,1703731.200,22508945408.0,1486848.0,4735660032.0,23221186560.0,0.0,25375535104.0,23918066.600,14106226.600
08-05 04:47:09,54.033,8.508,34.227,0.136,0.0,3.097,0.0,1620684.800,22506409984.0,1486848.0,4743917568.0,23215464448.0,0.0,25375535104.0,23844845.200,14270627.0
08-05 04:47:14,55.577,8.560,32.485,0.196,0.0,3.182,0.0,2143744.0,22506938368.0,1486848.0,4647448576.0,23311405056.0,0.0,25375535104.0,24316755.800,14334243.200
08-05 04:47:19,53.169,8.482,35.130,0.153,0.0,3.067,0.0,1612288.0,22506807296.0,1486848.0,4655464448.0,23303520256.0,0.0,25375535104.0,23292830.0,13970874.800
08-05 04:47:24,53.054,9.554,34.185,0.127,0.0,3.080,0.0,1645772.800,22508318720.0,1486848.0,4663336960.0,23294136320.0,0.0,25375535104.0,23699758.800,13989157.200
08-05 04:47:29,48.913,7.992,39.842,0.153,0.0,3.100,0.0,3385139.200,22509826048.0,1486848.0,4671098880.0,23284867072.0,0.0,25375535104.0,23515652.0,13612292.600
08-05 04:47:34,52.305,8.702,35.375,0.127,0.008,3.482,0.0,1702912.0,22539927552.0,1486848.0,4679311360.0,23246553088.0,0.0,25375535104.0,24155467.0,14073214.400
08-05 04:47:39,55.584,8.814,32.024,0.119,0.0,3.459,0.0,1779507.200,22533910528.0,1486848.0,4687929344.0,23243952128.0,0.0,25375535104.0,25840452.0,15201743.200
08-05 04:47:44,54.546,9.815,32.299,0.136,0.0,3.204,0.0,1715609.600,22536818688.0,1486848.0,4695969792.0,23233003520.0,0.0,25375535104.0,24190362.800,14287868.200
08-05 04:47:49,54.015,8.636,34.126,0.111,0.0,3.112,0.0,1611980.800,22536339456.0,1486848.0,4704694272.0,23224758272.0,0.0,25375535104.0,23765548.600,14320347.600
08-05 04:47:54,55.490,8.695,32.526,0.127,0.0,3.162,0.0,1730355.200,22536753152.0,1486848.0,4712468480.0,23216570368.0,0.0,25375535104.0,24628144.200,14531630.800
08-05 04:47:59,54.929,8.369,33.537,0.128,0.0,3.036,0.0,1689702.400,22536175616.0,1486848.0,4721135616.0,23208480768.0,0.0,25375535104.0,23590028.800,14266669.800
08-05 04:48:04,55.140,9.779,31.711,0.128,0.009,3.234,0.0,1680998.400,22539722752.0,1486848.0,4728700928.0,23197368320.0,0.0,25375535104.0,24009299.200,14236035.200
08-05 04:48:09,51.229,8.134,37.395,0.111,0.0,3.131,0.0,1531392.0,22539739136.0,1486848.0,4737134592.0,23188918272.0,0.0,25375535104.0,22956435.200,13763067.600
08-05 04:48:14,54.968,8.925,32.405,0.127,0.0,3.575,0.0,2224128.0,22540378112.0,1486848.0,4640837632.0,23284576256.0,0.0,25375535104.0,25365347.600,14700063.200
08-05 04:48:19,53.721,8.564,34.229,0.111,0.0,3.376,0.0,1690316.800,22540767232.0,1486848.0,4648374272.0,23276650496.0,0.0,25375535104.0,24113624.600,14385161.200
08-05 04:48:24,54.720,9.950,32.045,0.136,0.0,3.149,0.0,1688473.600,22539632640.0,1486848.0,4656754688.0,23269404672.0,0.0,25375535104.0,24246078.600,14626883.0
08-05 04:48:29,55.528,8.439,32.788,0.136,0.0,3.109,0.0,3477299.200,22541303808.0,1486848.0,4664750080.0,23259738112.0,0.0,25375535104.0,23625235.400,14006389.200
08-05 04:48:34,55.457,8.985,32.370,0.119,0.0,3.069,0.0,1701068.800,22540500992.0,1486848.0,4673196032.0,23252094976.0,0.0,25375535104.0,24022751.800,14479077.600
08-05 04:48:39,55.564,8.537,32.688,0.110,0.008,3.092,0.0,1670656.0,22542860288.0,1486848.0,4681101312.0,23241830400.0,0.0,25375535104.0,23701218.800,14072986.800
08-05 04:48:44,51.981,9.988,34.912,0.111,0.0,3.009,0.0,1591500.800,22544490496.0,1486848.0,4689133568.0,23232167936.0,0.0,25375535104.0,23019788.0,13951701.600
08-05 04:48:49,56.912,9.148,30.565,0.111,0.0,3.265,0.0,1741926.400,22539939840.0,1486848.0,4697362432.0,23228489728.0,0.0,25375535104.0,24861935.200,14790802.0
08-05 04:48:54,53.382,8.211,35.319,0.111,0.0,2.978,0.0,1571225.600,22539907072.0,1486848.0,4705251328.0,23220633600.0,0.0,25375535104.0,22950060.0,13772437.600
08-05 04:48:59,54.821,8.569,33.217,0.111,0.0,3.282,0.0,1747660.800,22542503936.0,1486848.0,4713402368.0,23209885696.0,0.0,25375535104.0,24695359.400,14413620.400
08-05 04:49:04,52.745,10.362,33.625,0.127,0.008,3.132,0.0,1641881.600,22544510976.0,1486848.0,4721582080.0,23199698944.0,0.0,25375535104.0,23345054.600,14100317.400
08-05 04:49:09,56.359,8.849,31.416,0.136,0.0,3.241,0.0,1741926.400,22540746752.0,1486848.0,4730056704.0,23194988544.0,0.0,25375535104.0,24837225.400,14877851.400
08-05 04:49:14,56.152,8.438,32.278,0.179,0.0,2.954,0.0,2092032.0,22543605760.0,1486848.0,4633432064.0,23288754176.0,0.0,25375535104.0,23689834.800,14034505.200
08-05 04:49:19,56.167,8.576,32.239,0.111,0.0,2.907,0.0,1644441.600,22541344768.0,1486848.0,4641509376.0,23282937856.0,0.0,25375535104.0,23854578.600,14281167.800
08-05 04:49:24,51.073,9.181,36.826,0.127,0.0,2.792,0.0,1564876.800,22544531456.0,1486848.0,4649111552.0,23272148992.0,0.0,25375535104.0,22127106.0,13280750.400
08-05 04:49:29,54.354,8.700,33.484,0.102,0.0,3.359,0.0,1782579.200,22542561280.0,1486848.0,4658020352.0,23265210368.0,0.0,25375535104.0,25283731.200,14720718.200
08-05 04:49:34,53.560,9.186,33.793,0.136,0.009,3.317,0.0,3508019.200,22541733888.0,1486848.0,4665683968.0,23258374144.0,0.0,25375535104.0,24488091.800,14508601.200
08-05 04:49:39,54.478,8.532,33.755,0.127,0.0,3.107,0.0,1687859.200,22541172736.0,1486848.0,4674211840.0,23250407424.0,0.0,25375535104.0,24372411.600,14621459.200
08-05 04:49:44,53.237,10.093,33.526,0.119,0.0,3.025,0.0,1616281.600,22542770176.0,1486848.0,4681752576.0,23241269248.0,0.0,25375535104.0,22825957.400,13628666.800
08-05 04:49:49,55.333,9.144,32.226,0.136,0.0,3.161,0.0,1676902.400,22538219520.0,1486848.0,4690247680.0,23237324800.0,0.0,25375535104.0,24623980.200,14844920.400
08-05 04:49:54,56.632,8.638,31.568,0.119,0.009,3.035,0.0,1690828.800,22538838016.0,1486848.0,4698365952.0,23228588032.0,0.0,25375535104.0,24148218.800,14330477.0
08-05 04:49:59,54.757,8.231,33.934,0.145,0.0,2.933,0.0,1643622.400,22539268096.0,1486848.0,4706476032.0,23220047872.0,0.0,25375535104.0,23340822.0,13992547.600
08-05 04:50:04,54.857,9.976,31.983,0.127,0.0,3.057,0.0,1682944.0,22539325440.0,1486848.0,4714618880.0,23211847680.0,0.0,25375535104.0,23841382.600,14304178.0
08-05 04:50:09,51.288,8.306,37.150,0.119,0.009,3.128,0.0,1609216.0,22538600448.0,1486848.0,4722561024.0,23204630528.0,0.0,25375535104.0,23685167.600,14010442.400
08-05 04:50:14,55.785,8.901,31.786,0.145,0.0,3.383,0.0,2185216.0,22536986624.0,1486848.0,4626325504.0,23302479872.0,0.0,25375535104.0,25068466.200,14765917.400
08-05 04:50:19,54.151,8.541,34.182,0.111,0.0,3.015,0.0,1619046.400,22536282112.0,1486848.0,4634374144.0,23295135744.0,0.0,25375535104.0,23438445.0,13868403.800
08-05 04:50:24,50.225,9.255,37.316,0.127,0.0,3.076,0.0,1558937.600,22540402688.0,1486848.0,4641792000.0,23283597312.0,0.0,25375535104.0,23010961.800,13377073.0
08-05 04:50:29,51.814,8.328,36.424,0.136,0.0,3.297,0.0,1739776.0,22538977280.0,1486848.0,4650119168.0,23276695552.0,0.0,25375535104.0,24789490.200,14388598.600
08-05 04:50:34,55.547,9.097,31.632,0.203,0.008,3.512,0.0,3565875.200,22536835072.0,1486848.0,4658483200.0,23270473728.0,0.0,25375535104.0,24893711.200,14625010.400
08-05 04:50:39,55.460,8.784,32.376,0.136,0.0,3.244,0.0,1711616.0,22534340608.0,1486848.0,4667068416.0,23264382976.0,0.0,25375535104.0,24542310.0,14601212.600
08-05 04:50:44,52.889,9.543,34.415,0.119,0.0,3.034,0.0,1547468.800,22535856128.0,1486848.0,4674588672.0,23255347200.0,0.0,25375535104.0,23015688.200,13670901.400
08-05 04:50:49,52.827,8.703,34.972,0.110,0.0,3.388,0.0,1707008.0,22534979584.0,1486848.0,4682862592.0,23247949824.0,0.0,25375535104.0,24715086.800,14444458.0
08-05 04:50:54,55.215,8.810,32.566,0.119,0.009,3.281,0.0,1714073.600,22533840896.0,1486848.0,4691193856.0,23240757248.0,0.0,25375535104.0,24676636.0,14529974.400
08-05 04:50:59,52.735,8.062,36.026,0.110,0.0,3.067,0.0,1666048.0,22532554752.0,1486848.0,4699267072.0,23233970176.0,0.0,25375535104.0,23840875.0,14105971.200
08-05 04:51:04,55.612,10.060,30.963,0.144,0.0,3.220,0.0,1717043.200,22532657152.0,1486848.0,4707495936.0,23225638912.0,0.0,25375535104.0,24349513.200,14414733.400
08-05 04:51:09,52.473,8.057,36.155,0.127,0.0,3.187,0.0,1637068.800,22531739648.0,1486848.0,4715589632.0,23218462720.0,0.0,25375535104.0,23737332.0,14160285.800
08-05 04:51:14,56.704,8.771,31.198,0.179,0.0,3.148,0.0,2114764.800,22530539520.0,1486848.0,4619812864.0,23315439616.0,0.0,25375535104.0,24168542.400,14330916.600
08-05 04:51:19,52.919,8.605,35.200,0.127,0.008,3.140,0.0,1637888.0,22523412480.0,1486848.0,4627263488.0,23315116032.0,0.0,25375535104.0,23757811.200,14201361.200
08-05 04:51:24,53.320,9.961,33.458,0.110,0.0,3.151,0.0,1646899.200,22524272640.0,1486848.0,4635152384.0,23306366976.0,0.0,25375535104.0,23402905.0,13748509.0
08-05 04:51:29,54.039,8.831,33.776,0.127,0.0,3.226,0.0,1732300.800,22523559936.0,1486848.0,4643442688.0,23298789376.0,0.0,25375535104.0,24723942.800,14661074.0
08-05 04:51:34,56.791,8.843,31.123,0.136,0.0,3.106,0.0,3535257.600,22522855424.0,1486848.0,4651675648.0,23291260928.0,0.0,25375535104.0,23900925.400,14231073.200
08-05 04:51:39,54.038,8.495,34.337,0.119,0.0,3.011,0.0,1640345.600,22524719104.0,1486848.0,4659912704.0,23281160192.0,0.0,25375535104.0,24032658.0,14237904.200
08-05 04:51:44,52.300,10.734,33.813,0.136,0.0,3.016,0.0,1590886.400,22530576384.0,1486848.0,4668145664.0,23267069952.0,0.0,25375535104.0,23121459.800,13725921.200
08-05 04:51:49,53.892,8.804,33.855,0.119,0.008,3.323,0.0,1717555.200,22527221760.0,1486848.0,4676112384.0,23262457856.0,0.0,25375535104.0,24829459.600,14756790.200
08-05 04:51:54,54.439,8.477,33.765,0.102,0.0,3.217,0.0,1685094.400,22529454080.0,1486848.0,4684124160.0,23252213760.0,0.0,25375535104.0,24072052.400,14232932.0
08-05 04:51:59,53.361,8.420,35.016,0.195,0.0,3.008,0.0,1678950.400,22528577536.0,1486848.0,4692844544.0,23244369920.0,0.0,25375535104.0,23787505.800,14275567.0
08-05 04:52:04,54.884,9.997,31.629,0.153,0.0,3.338,0.0,1660313.600,22531956736.0,1486848.0,4700471296.0,23233363968.0,0.0,25375535104.0,24039921.600,14273279.0
08-05 04:52:09,54.942,8.591,33.294,0.111,0.0,3.062,0.0,1663283.200,22531751936.0,1486848.0,4709249024.0,23224791040.0,0.0,25375535104.0,23818515.600,14361980.800
08-05 04:52:14,55.861,8.682,32.238,0.144,0.0,3.075,0.0,2155008.0,22533214208.0,1486848.0,4612374528.0,23320203264.0,0.0,25375535104.0,24314500.400,14547086.600
08-05 04:52:19,54.574,8.425,33.869,0.119,0.009,3.004,0.0,1632972.800,22533599232.0,1486848.0,4620775424.0,23311417344.0,0.0,25375535104.0,23391476.600,13921138.0
08-05 04:52:24,53.471,9.667,33.609,0.153,0.0,3.100,0.0,1696870.400,22535729152.0,1486848.0,4628422656.0,23301640192.0,0.0,25375535104.0,24052713.200,14391592.0
08-05 04:52:29,53.755,8.395,34.524,0.136,0.0,3.190,0.0,1636147.200,22537293824.0,1486848.0,4636237824.0,23292260352.0,0.0,25375535104.0,23361732.0,14055380.200
08-05 04:52:34,56.675,8.949,31.053,0.136,0.0,3.187,0.0,3550412.800,22536298496.0,1486848.0,4653273088.0,23276220416.0,0.0,25375535104.0,24773135.800,14844964.600
08-05 04:52:39,54.073,8.273,34.516,0.102,0.008,3.029,0.0,1619046.400,22538207232.0,1486848.0,4661600256.0,23265984512.0,0.0,25375535104.0,22974294.800,13769375.600
08-05 04:52:44,53.397,9.808,33.433,0.102,0.0,3.261,0.0,1681817.600,22540779520.0,1486848.0,4669231104.0,23255781376.0,0.0,25375535104.0,24484952.600,14430918.800
08-05 04:52:49,54.511,8.648,33.509,0.102,0.0,3.229,0.0,1696870.400,22542139392.0,1486848.0,4677378048.0,23246274560.0,0.0,25375535104.0,23998323.200,14356359.200
08-05 04:52:54,53.781,8.397,34.670,0.128,0.0,3.023,0.0,1620377.600,22541565952.0,1486848.0,4685611008.0,23238615040.0,0.0,25375535104.0,23699847.0,14244030.800
08-05 04:52:59,55.128,8.607,32.875,0.102,0.008,3.280,0.0,1740800.0,22543495168.0,1486848.0,4693704704.0,23228592128.0,0.0,25375535104.0,24180033.0,14394474.600
08-05 04:53:04,51.956,10.202,34.714,0.128,0.0,3.000,0.0,1584332.800,22523985920.0,1486848.0,4701642752.0,23240163328.0,0.0,25375535104.0,23161629.800,13924807.400
08-05 04:53:09,55.970,8.728,31.884,0.119,0.0,3.298,0.0,1761792.0,22522499072.0,1486848.0,4710080512.0,23233212416.0,0.0,25375535104.0,25065553.200,14766410.400
08-05 04:53:14,55.593,8.513,32.813,0.102,0.0,2.979,0.0,1665126.400,22528589824.0,1486848.0,4718190592.0,23219011584.0,0.0,25375535104.0,23644422.400,14112654.200
08-05 04:53:19,55.760,8.428,32.540,0.153,0.008,3.110,0.0,2113433.600,22532386816.0,1486848.0,4621705216.0,23311699968.0,0.0,25375535104.0,24065494.0,14341360.600
08-05 04:53:24,53.097,10.376,33.359,0.128,0.0,3.041,0.0,1607270.400,22534746112.0,1486848.0,4629581824.0,23301464064.0,0.0,25375535104.0,23114879.600,13911468.400
08-05 04:53:29,54.468,8.596,33.660,0.128,0.0,3.149,0.0,1749504.0,22534819840.0,1486848.0,4637974528.0,23292997632.0,0.0,25375535104.0,24655183.200,14704512.200
08-05 04:53:34,54.709,8.541,33.558,0.136,0.0,3.057,0.0,3485184.0,22533922816.0,1486848.0,4646035456.0,23285833728.0,0.0,25375535104.0,23382772.0,14038973.600
08-05 04:53:39,55.318,8.410,33.112,0.144,0.008,3.007,0.0,1666355.200,22532354048.0,1486848.0,4654333952.0,23279104000.0,0.0,25375535104.0,24100952.800,14477670.600
08-05 04:53:44,54.041,10.005,32.738,0.111,0.0,3.105,0.0,1616076.800,22534582272.0,1486848.0,4662284288.0,23268925440.0,0.0,25375535104.0,23394882.0,13945044.800
08-05 04:53:49,54.426,8.664,33.736,0.136,0.0,3.038,0.0,1662771.200,22519975936.0,1486848.0,4670386176.0,23275429888.0,0.0,25375535104.0,23906823.0,14422710.600
08-05 04:53:54,54.854,8.713,33.200,0.136,0.0,3.097,0.0,1700659.200,22521794560.0,1486848.0,4678438912.0,23265558528.0,0.0,25375535104.0,24107387.0,14236027.200
08-05 04:53:59,55.068,8.563,33.138,0.111,0.009,3.112,0.0,1685504.0,22521626624.0,1486848.0,4686704640.0,23257460736.0,0.0,25375535104.0,23841470.800,14276236.600
08-05 04:54:04,54.990,11.017,30.672,0.110,0.0,3.211,0.0,1664409.600,22522978304.0,1486848.0,4694761472.0,23248052224.0,0.0,25375535104.0,23890161.200,14182911.800
08-05 04:54:09,53.313,8.372,35.122,0.102,0.0,3.091,0.0,1641984.0,22520549376.0,1486848.0,4702916608.0,23242326016.0,0.0,25375535104.0,23588156.0,14253230.600
08-05 04:54:14,55.365,8.645,32.732,0.119,0.0,3.140,0.0,1726873.600,22519693312.0,1486848.0,4711116800.0,23234981888.0,0.0,25375535104.0,24389827.0,14484022.600
08-05 04:54:19,55.708,8.572,32.519,0.187,0.0,3.014,0.0,2054553.600,22518706176.0,1486848.0,4614578176.0,23332507648.0,0.0,25375535104.0,23341602.600,13974042.400
08-05 04:54:24,53.804,9.709,33.152,0.119,0.0,3.216,0.0,1695232.0,22520217600.0,1486848.0,4622651392.0,23322923008.0,0.0,25375535104.0,24173607.800,14286039.800
08-05 04:54:29,54.919,8.802,33.033,0.127,0.0,3.118,0.0,1688064.0,22520700928.0,1486848.0,4630708224.0,23314382848.0,0.0,25375535104.0,23749375.800,14282400.800
08-05 04:54:34,55.607,8.935,32.262,0.119,0.009,3.069,0.0,1750630.400,22520074240.0,1486848.0,4639289344.0,23306428416.0,0.0,25375535104.0,24400467.400,14636854.200
08-05 04:54:39,54.046,8.237,34.674,0.162,0.0,2.882,0.0,3392921.600,22523187200.0,1486848.0,4647112704.0,23295492096.0,0.0,25375535104.0,22898932.400,13755400.0
08-05 04:54:44,54.525,11.109,31.073,0.111,0.0,3.181,0.0,1699020.800,22523592704.0,1486848.0,4655362048.0,23286837248.0,0.0,25375535104.0,24656829.800,14722404.200
08-05 04:54:49,54.987,8.749,33.101,0.153,0.0,3.010,0.0,1643622.400,22524383232.0,1486848.0,4663922688.0,23277486080.0,0.0,25375535104.0,23532214.400,14115795.600
08-05 04:54:54,54.709,8.585,33.634,0.111,0.0,2.961,0.0,1669529.600,22525083648.0,1486848.0,4671610880.0,23269097472.0,0.0,25375535104.0,23857846.400,14355901.0
08-05 04:54:59,55.744,8.826,32.259,0.128,0.0,3.044,0.0,1677926.400,22528098304.0,1486848.0,4679569408.0,23258124288.0,0.0,25375535104.0,23755293.0,14064297.400
08-05 04:55:04,53.226,9.813,33.821,0.111,0.0,3.030,0.0,1634099.200,22528323584.0,1486848.0,4687777792.0,23249690624.0,0.0,25375535104.0,23868328.0,14242712.600
08-05 04:55:09,53.817,8.604,34.280,0.111,0.009,3.180,0.0,1697689.600,22530260992.0,1486848.0,4696268800.0,23239262208.0,0.0,25375535104.0,24000394.400,14020690.600
08-05 04:55:14,54.071,8.389,34.304,0.145,0.0,3.091,0.0,1674854.400,22529658880.0,1486848.0,4704555008.0,23231578112.0,0.0,25375535104.0,24193140.800,14493049.600
08-05 04:55:19,54.835,8.929,32.936,0.136,0.0,3.164,0.0,2103603.200,22531469312.0,1486848.0,4607471616.0,23326851072.0,0.0,25375535104.0,24246655.400,14441028.200
08-05 04:55:24,52.628,9.920,34.246,0.110,0.0,3.095,0.0,1647616.0,22532861952.0,1486848.0,4615286784.0,23317643264.0,0.0,25375535104.0,23033335.200,13870965.800
08-05 04:55:29,54.782,8.926,33.005,0.110,0.008,3.168,0.0,1722982.400,22531227648.0,1486848.0,4624384000.0,23310180352.0,0.0,25375535104.0,24872705.0,14924499.0
08-05 04:55:34,55.426,8.789,32.640,0.128,0.0,3.018,0.0,1674035.200,22533828608.0,1486848.0,4631793664.0,23300169728.0,0.0,25375535104.0,23576753.400,14073653.200
08-05 04:55:39,55.126,8.637,33.075,0.128,0.0,3.035,0.0,3439718.400,22534782976.0,1486848.0,4640104448.0,23290904576.0,0.0,25375535104.0,23928467.800,14359257.600
08-05 04:55:44,54.411,10.632,31.812,0.127,0.0,3.017,0.0,1648230.400,22538252288.0,1486848.0,4647936000.0,23279603712.0,0.0,25375535104.0,23389154.200,13968534.0
08-05 04:55:49,53.152,8.630,35.087,0.119,0.0,3.012,0.0,1605939.200,22537998336.0,1486848.0,4655919104.0,23271874560.0,0.0,25375535104.0,23789430.600,14016548.400
08-05 04:55:54,52.953,8.395,35.228,0.136,0.008,3.280,0.0,1695744.0,22538760192.0,1486848.0,4663996416.0,23263035392.0,0.0,25375535104.0,24221441.400,14140643.200
08-05 04:55:59,54.316,8.743,33.709,0.111,0.0,3.122,0.0,1694515.200,22539063296.0,1486848.0,4672454656.0,23254274048.0,0.0,25375535104.0,24536958.400,14585217.0
08-05 04:56:04,54.549,10.622,31.627,0.102,0.0,3.101,0.0,1731174.400,22543388672.0,1486848.0,4680994816.0,23241408512.0,0.0,25375535104.0,23438360.600,13996426.0
08-05 04:56:09,53.910,8.313,34.533,0.119,0.0,3.125,0.0,1639526.400,22544007168.0,1486848.0,4688465920.0,23233318912.0,0.0,25375535104.0,23934911.200,14205312.0
08-05 04:56:14,52.168,8.297,36.221,0.119,0.0,3.194,0.0,1673420.800,22545448960.0,1486848.0,4696555520.0,23223787520.0,0.0,25375535104.0,23708607.400,14059720.800
08-05 04:56:19,54.535,8.729,33.353,0.170,0.008,3.204,0.0,2087833.600,22534623232.0,1486848.0,4600717312.0,23330451456.0,0.0,25375535104.0,24722151.600,14705183.400
08-05 04:56:24,54.443,9.905,32.416,0.102,0.0,3.135,0.0,1685913.600,22536540160.0,1486848.0,4608798720.0,23320453120.0,0.0,25375535104.0,23603509.200,14162384.600
08-05 04:56:29,54.279,8.278,34.210,0.136,0.0,3.097,0.0,1668096.0,22539354112.0,1486848.0,4616278016.0,23310159872.0,0.0,25375535104.0,23469531.200,13904389.400
08-05 04:56:34,53.481,8.372,34.666,0.263,0.0,3.218,0.0,1628979.200,22540333056.0,1486848.0,4625076224.0,23300382720.0,0.0,25375535104.0,24190473.200,14199746.600
08-05 04:56:39,56.568,8.589,31.446,0.153,0.0,3.243,0.0,3510169.600,22539702272.0,1486848.0,4632838144.0,23293251584.0,0.0,25375535104.0,24617335.0,14564483.0
08-05 04:56:44,52.004,9.992,34.786,0.128,0.0,3.090,0.0,1586790.400,22540820480.0,1486848.0,4640911360.0,23284060160.0,0.0,25375535104.0,22937312.400,13765032.0
08-05 04:56:49,55.607,9.068,32.031,0.102,0.009,3.184,0.0,1711513.600,22543409152.0,1486848.0,4648939520.0,23273443328.0,0.0,25375535104.0,24658740.200,14709672.600
08-05 04:56:54,54.462,8.514,33.680,0.119,0.0,3.225,0.0,1682636.800,22544510976.0,1486848.0,4657049600.0,23264231424.0,0.0,25375535104.0,24049268.0,14287631.0
08-05 04:56:59,54.181,8.362,34.347,0.110,0.0,3.000,0.0,1669734.400,22543712256.0,1486848.0,4665331712.0,23256748032.0,0.0,25375535104.0,23881452.0,14337352.200
08-05 04:57:04,52.184,9.687,34.857,0.102,0.0,3.170,0.0,1672089.600,22546493440.0,1486848.0,4672974848.0,23246323712.0,0.0,25375535104.0,22926402.200,13706575.600
08-05 04:57:09,51.863,8.289,36.420,0.145,0.0,3.283,0.0,1678028.800,22550409216.0,1486848.0,4681433088.0,23233949696.0,0.0,25375535104.0,24782310.800,14480655.0
08-05 04:57:14,55.256,8.951,32.154,0.110,0.0,3.529,0.0,1746739.200,22548037632.0,1486848.0,4689760256.0,23227994112.0,0.0,25375535104.0,24911140.0,14718820.400
08-05 04:57:19,54.059,8.577,34.079,0.187,0.0,3.097,0.0,2087628.800,22549020672.0,1486848.0,4698415104.0,23218356224.0,0.0,25375535104.0,23840595.400,14423326.400
08-05 04:57:24,55.433,10.714,30.676,0.119,0.009,3.049,0.0,1716428.800,22550253568.0,1486848.0,4706111488.0,23209426944.0,0.0,25375535104.0,24128288.0,14456757.600
08-05 04:57:29,54.639,8.383,33.754,0.145,0.0,3.079,0.0,1644134.400,22551867392.0,1486848.0,4714024960.0,23199899648.0,0.0,25375535104.0,23444398.0,13975534.600
08-05 04:57:34,57.040,8.867,30.910,0.137,0.0,3.047,0.0,1688166.400,22552293376.0,1486848.0,4722450432.0,23191048192.0,0.0,25375535104.0,24256999.200,14451914.800
08-05 04:57:39,55.002,8.361,33.487,0.153,0.0,2.997,0.0,3434803.200,22554669056.0,1486848.0,4730445824.0,23180677120.0,0.0,25375535104.0,23408935.600,13942732.800
08-05 04:57:44,52.371,10.614,33.685,0.119,0.0,3.212,0.0,1652326.400,22558285824.0,1486848.0,4738392064.0,23169114112.0,0.0,25375535104.0,23854887.600,14346698.0
08-05 04:57:49,54.389,8.966,33.106,0.128,0.0,3.411,0.0,1702604.800,22558011392.0,1486848.0,4746715136.0,23161065472.0,0.0,25375535104.0,24224143.200,14491091.200
08-05 04:57:54,54.597,8.540,33.827,0.119,0.0,2.917,0.0,1641472.0,22557196288.0,1486848.0,4754948096.0,23153647616.0,0.0,25375535104.0,24162087.200,14517613.400
08-05 04:57:59,55.621,8.510,32.644,0.119,0.009,3.098,0.0,1707417.600,22560055296.0,1486848.0,4763455488.0,23142281216.0,0.0,25375535104.0,23620398.400,13911006.800
08-05 04:58:04,52.115,10.248,34.356,0.119,0.0,3.162,0.0,1658880.0,22562533376.0,1486848.0,4771155968.0,23132102656.0,0.0,25375535104.0,23675702.200,14141902.400
08-05 04:58:09,55.005,8.487,33.248,0.111,0.0,3.149,0.0,1740492.800,22563147776.0,1486848.0,4779233280.0,23123410944.0,0.0,25375535104.0,24397240.800,14451773.600
08-05 04:58:14,54.226,8.375,34.273,0.111,0.0,3.016,0.0,1619353.600,22562430976.0,1486848.0,4787355648.0,23116005376.0,0.0,25375535104.0,23598679.800,14253238.400
08-05 04:58:19,56.151,8.780,31.819,0.170,0.0,3.080,0.0,2142208.0,22561316864.0,1486848.0,4691492864.0,23212982272.0,0.0,25375535104.0,24272164.0,14417513.200
